transaction_id,date,time,branch_id,branch_city,customer_id,customer_name,account_number,account_type,transaction_mode,channel,location,status
T527330,2025-04-28,09:52,MUM01,Mumbai,8038,John,A72007624,Current,Offline,NEFT,Branch,Failed
T796342,2025-04-28,15:46,MUM01,Mumbai,5446,Charlie,A10383306,Savings,Online,UPI,Branch,Success
T741569,2025-04-28,17:15,MUM01,Mumbai,9413,Frank,A60122537,Savings,Online,ATM,MobileApp,Failed
T770284,2025-04-28,12:07,MUM01,Mumbai,7034,Helen,A90966574,Current,Offline,NEFT,Kiosk,Success
T315153,2025-04-28,08:08,MUM01,Mumbai,8369,David,A12221025,Savings,Online,NetBanking,MobileApp,Success
T563598,2025-04-28,01:01,MUM01,Mumbai,1511,Eva,A58434914,Current,Offline,NetBanking,MobileApp,Failed
T871559,2025-04-28,13:40,MUM01,Mumbai,1956,John,A82866624,Current,Offline,NetBanking,Kiosk,Failed
T510323,2025-04-28,19:26,MUM01,Mumbai,4671,Charlie,A85177895,Savings,Online,NetBanking,Branch,Failed
T528230,2025-04-28,18:24,MUM01,Mumbai,3049,Helen,A33900606,Savings,Offline,IMPS,OnlinePortal,Failed
T349155,2025-04-28,17:29,MUM01,Mumbai,9062,John,A25011624,Savings,Online,NetBanking,Kiosk,Success
T698750,2025-04-29,08:10,MUM01,Mumbai,5303,Ivy,A29491589,Current,Online,UPI,Branch,Success
T686738,2025-04-29,16:21,MUM01,Mumbai,4904,Alice,A90285189,Savings,Online,UPI,MobileApp,Success
T492733,2025-04-29,03:23,MUM01,Mumbai,5083,Bob,A23103464,Current,Offline,ATM,OnlinePortal,Failed
T947072,2025-04-29,19:30,MUM01,Mumbai,7431,David,A84241144,Current,Online,NetBanking,OnlinePortal,Success
T633677,2025-04-29,11:25,MUM01,Mumbai,9558,Eva,A19818135,Savings,Offline,IMPS,MobileApp,Success
T482470,2025-04-29,00:26,MUM01,Mumbai,2414,Frank,A94278850,Savings,Offline,IMPS,ATM Booth,Success
T539248,2025-04-29,13:27,MUM01,Mumbai,2264,Eva,A97576391,Current,Offline,NEFT,MobileApp,Failed
T431660,2025-04-29,18:36,MUM01,Mumbai,6603,John,A94562150,Current,Online,ATM,MobileApp,Failed
T452538,2025-04-29,11:06,MUM01,Mumbai,6805,Alice,A96076053,Current,Online,UPI,Kiosk,Success
T142862,2025-04-29,12:35,MUM01,Mumbai,3946,Alice,A20958003,Savings,Online,NEFT,Branch,Success
T652918,2025-04-30,22:36,MUM01,Mumbai,7246,Helen,A51161380,Savings,Offline,NetBanking,Kiosk,Failed
T161475,2025-04-30,04:14,MUM01,Mumbai,8187,Frank,A67691517,Current,Offline,NEFT,ATM Booth,Failed
T635744,2025-04-30,08:39,MUM01,Mumbai,6268,Eva,A11653925,Current,Online,NEFT,Branch,Failed
T458589,2025-04-30,10:49,MUM01,Mumbai,7224,Helen,A45657309,Current,Online,UPI,MobileApp,Success
T482327,2025-04-30,09:30,MUM01,Mumbai,9064,Grace,A85824487,Savings,Offline,NetBanking,ATM Booth,Success
T136598,2025-04-30,07:40,MUM01,Mumbai,6962,Charlie,A34724970,Savings,Offline,NetBanking,OnlinePortal,Failed
T318970,2025-04-30,00:05,MUM01,Mumbai,5924,Ivy,A55423808,Savings,Offline,NetBanking,OnlinePortal,Failed
T222456,2025-04-30,03:35,MUM01,Mumbai,2447,Eva,A59691217,Savings,Offline,NEFT,Kiosk,Success
T711579,2025-04-30,05:04,MUM01,Mumbai,2910,Ivy,A30803768,Savings,Offline,NEFT,ATM Booth,Failed
T189008,2025-04-30,21:49,MUM01,Mumbai,9050,David,A24518017,Savings,Online,ATM,MobileApp,Success
T858629,2025-05-01,06:05,MUM01,Mumbai,1165,Frank,A20372716,Savings,Online,IMPS,Branch,Failed
T737701,2025-05-01,00:05,MUM01,Mumbai,9529,Bob,A96700661,Savings,Online,ATM,Kiosk,Failed
T923030,2025-05-01,15:06,MUM01,Mumbai,6867,Ivy,A57971431,Savings,Offline,IMPS,OnlinePortal,Success
