transaction_id,date,time,branch_id,branch_city,customer_id,customer_name,account_number,account_type,transaction_mode,channel,location,status
T929599,2025-04-28,04:34,DEL01,Delhi,1173,Alice,A49982605,Current,Offline,NEFT,MobileApp,Success
T404981,2025-04-28,12:00,DEL01,Delhi,2480,David,A13612000,Current,Online,NEFT,Branch,Success
T537103,2025-04-28,16:47,DEL01,Delhi,5183,Helen,A30023642,Current,Online,UPI,Kiosk,Success
T620177,2025-04-28,19:25,DEL01,Delhi,2166,Grace,A58894109,Current,Online,NEFT,Branch,Failed
T578505,2025-04-28,23:39,DEL01,Delhi,4552,Grace,A56211460,Savings,Online,UPI,ATM Booth,Failed
T758409,2025-04-28,02:29,DEL01,Delhi,2566,David,A67607140,Savings,Offline,UPI,OnlinePortal,Success
T236878,2025-04-28,10:21,DEL01,Delhi,4695,Ivy,A85300021,Current,Offline,ATM,ATM Booth,Success
T937466,2025-04-28,13:03,DEL01,Delhi,6421,Ivy,A47111777,Current,Offline,NEFT,Branch,Failed
T545434,2025-04-28,09:10,DEL01,Delhi,8387,Grace,A96445197,Current,Offline,NetBanking,MobileApp,Success
T175163,2025-04-28,12:46,DEL01,Delhi,4617,Charlie,A10494243,Current,Offline,ATM,Branch,Success
T570296,2025-04-29,22:17,DEL01,Delhi,9870,David,A40770792,Savings,Offline,NEFT,OnlinePortal,Success
T943034,2025-04-29,08:53,DEL01,Delhi,2349,Helen,A48494174,Current,Offline,NEFT,Branch,Success
T523677,2025-04-29,08:59,DEL01,Delhi,8039,David,A10690348,Current,Online,IMPS,OnlinePortal,Failed
T934977,2025-04-29,20:49,DEL01,Delhi,7990,Charlie,A44647769,Current,Online,NEFT,Kiosk,Failed
T918202,2025-04-29,09:04,DEL01,Delhi,1390,Frank,A48704242,Current,Online,NetBanking,Kiosk,Success
T402256,2025-04-29,17:54,DEL01,Delhi,2514,Helen,A17099118,Current,Online,UPI,Branch,Success
T687457,2025-04-29,21:18,DEL01,Delhi,4733,Alice,A91923411,Savings,Offline,NetBanking,ATM Booth,Failed
T388202,2025-04-29,09:31,DEL01,Delhi,8877,Helen,A92996531,Savings,Offline,IMPS,Branch,Success
T591312,2025-04-29,06:09,DEL01,Delhi,7040,Frank,A76030003,Current,Online,UPI,MobileApp,Success
T919835,2025-04-29,20:51,DEL01,Delhi,5547,Eva,A31294787,Savings,Offline,IMPS,ATM Booth,Failed
T601571,2025-04-30,22:09,DEL01,Delhi,5361,Bob,A92646611,Current,Online,ATM,Kiosk,Success
T157111,2025-04-30,15:21,DEL01,Delhi,9745,Helen,A80921634,Current,Offline,NEFT,Branch,Failed
T473734,2025-04-30,16:47,DEL01,Delhi,5921,Ivy,A14077826,Savings,Online,IMPS,OnlinePortal,Failed
T460838,2025-04-30,03:53,DEL01,Delhi,3921,Ivy,A96278628,Current,Offline,NEFT,Kiosk,Success
T850857,2025-04-30,20:17,DEL01,Delhi,2206,Alice,A99194238,Current,Online,UPI,Branch,Failed
T544807,2025-04-30,14:48,DEL01,Delhi,4685,David,A30692715,Current,Online,UPI,OnlinePortal,Failed
T679791,2025-04-30,03:07,DEL01,Delhi,5136,Helen,A15028370,Savings,Online,ATM,OnlinePortal,Success
T268169,2025-04-30,19:11,DEL01,Delhi,2269,Alice,A15586446,Savings,Online,UPI,Kiosk,Failed
T101180,2025-04-30,04:59,DEL01,Delhi,4862,Grace,A64200446,Current,Offline,ATM,MobileApp,Success
