transaction_id,date,time,branch_id,branch_city,customer_id,customer_name,account_number,account_type,transaction_mode,channel,location,status
T258669,2025-04-28,14:58,BAN03,Bangalore,9273,Helen,A76665528,Savings,Online,NetBanking,OnlinePortal,Success
T164098,2025-04-28,06:20,BAN03,Bangalore,8326,Alice,A49573309,Current,Online,UPI,ATM Booth,Failed
T326014,2025-04-28,08:59,BAN03,Bangalore,8644,Grace,A55737056,Savings,Offline,NEFT,ATM Booth,Success
T266538,2025-04-28,04:15,BAN03,Bangalore,6008,Ivy,A12377238,Savings,Offline,ATM,Branch,Failed
T576656,2025-04-28,11:12,BAN03,Bangalore,1090,Alice,A42340084,Current,Offline,IMPS,Kiosk,Failed
T343984,2025-04-28,08:57,BAN03,Bangalore,1081,Helen,A86634390,Savings,Online,NetBanking,Branch,Failed
T238987,2025-04-28,19:12,BAN03,Bangalore,5763,Helen,A43959200,Current,Online,UPI,Branch,Success
T925865,2025-04-28,18:25,BAN03,Bangalore,5991,David,A71242888,Current,Online,NetBanking,ATM Booth,Failed
T757441,2025-04-28,20:45,BAN03,Bangalore,3772,David,A48384744,Savings,Offline,NEFT,Kiosk,Failed
T942183,2025-04-28,07:05,BAN03,Bangalore,9822,David,A79615508,Current,Offline,NEFT,Kiosk,Failed
T194767,2025-04-29,22:27,BAN03,Bangalore,9500,Grace,A78612468,Current,Offline,ATM,Branch,Success
T708386,2025-04-29,14:23,BAN03,Bangalore,5572,David,A30406082,Savings,Offline,NEFT,MobileApp,Success
T313847,2025-04-29,12:38,BAN03,Bangalore,5780,Bob,A72182002,Current,Online,IMPS,MobileApp,Failed
T246211,2025-04-29,01:55,BAN03,Bangalore,5949,Bob,A42522497,Current,Online,NetBanking,OnlinePortal,Failed
T740243,2025-04-29,21:42,BAN03,Bangalore,6351,Bob,A28959067,Current,Online,IMPS,ATM Booth,Success
T267619,2025-04-29,07:48,BAN03,Bangalore,1642,Ivy,A95512062,Current,Offline,IMPS,MobileApp,Success
T751392,2025-04-29,19:48,BAN03,Bangalore,3546,Bob,A68238923,Savings,Offline,NEFT,OnlinePortal,Success
T749872,2025-04-29,05:36,BAN03,Bangalore,6818,Alice,A33093561,Savings,Offline,NEFT,OnlinePortal,Failed
T258339,2025-04-29,12:21,BAN03,Bangalore,5743,Ivy,A95740001,Savings,Online,NEFT,ATM Booth,Failed
T703935,2025-04-29,17:08,BAN03,Bangalore,1175,Charlie,A27772123,Current,Online,NetBanking,Kiosk,Failed
T641122,2025-04-30,20:54,BAN03,Bangalore,1305,Bob,A57512255,Current,Offline,ATM,ATM Booth,Success
T296107,2025-04-30,12:50,BAN03,Bangalore,3364,Grace,A57489783,Current,Online,ATM,OnlinePortal,Failed
T505365,2025-04-30,02:27,BAN03,Bangalore,5800,Charlie,A24915139,Savings,Online,UPI,OnlinePortal,Success
T849941,2025-04-30,12:37,BAN03,Bangalore,6580,John,A96012626,Current,Online,NEFT,MobileApp,Failed
T642901,2025-04-30,01:43,BAN03,Bangalore,3097,Helen,A47684681,Current,Online,UPI,MobileApp,Success
T458443,2025-04-30,09:40,BAN03,Bangalore,3484,Grace,A62757028,Savings,Offline,IMPS,Kiosk,Success
T594813,2025-04-30,13:03,BAN03,Bangalore,1136,Bob,A39504578,Current,Offline,ATM,MobileApp,Failed
T750584,2025-04-30,10:50,BAN03,Bangalore,2677,Eva,A58755362,Current,Online,IMPS,MobileApp,Failed
T763076,2025-04-30,05:45,BAN03,Bangalore,5867,Bob,A73467320,Current,Online,NEFT,Branch,Failed
T198356,2025-04-30,19:02,BAN03,Bangalore,8591,Bob,A21735913,Savings,Offline,NetBanking,ATM Booth,Failed
T183179,2025-05-01,02:50,BAN03,Bangalore,1562,Eva,A73713300,Current,Offline,ATM,ATM Booth,Failed
T309967,2025-05-01,13:49,BAN03,Bangalore,9976,Helen,A35170824,Current,Online,NEFT,Branch,Failed
