transaction_id,date,time,branch_id,branch_city,customer_id,customer_name,account_number,account_type,transaction_mode,channel,location,status
T530991,2025-04-28,18:37,DEL02,Delhi,6753,Grace,A92982802,Current,Offline,ATM,Kiosk,Failed
T214173,2025-04-28,00:07,DEL02,Delhi,6715,David,A74929421,Savings,Online,UPI,MobileApp,Failed
T551436,2025-04-28,02:41,DEL02,Delhi,6685,Ivy,A95361070,Current,Offline,NEFT,MobileApp,Failed
T838161,2025-04-28,22:33,DEL02,Delhi,9003,Frank,A30268889,Current,Online,IMPS,OnlinePortal,Failed
T305413,2025-04-28,00:54,DEL02,Delhi,9217,Frank,A55989555,Current,Offline,NetBanking,Branch,Failed
T868353,2025-04-28,08:06,DEL02,Delhi,7957,Alice,A83428719,Savings,Online,UPI,OnlinePortal,Success
T503337,2025-04-28,21:02,DEL02,Delhi,3685,John,A35794807,Current,Offline,IMPS,OnlinePortal,Success
T161579,2025-04-28,01:36,DEL02,Delhi,1726,Frank,A94305171,Savings,Offline,IMPS,Branch,Failed
T819344,2025-04-28,00:30,DEL02,Delhi,6869,Charlie,A87140456,Savings,Offline,ATM,Branch,Failed
T579882,2025-04-28,15:48,DEL02,Delhi,3301,Charlie,A99734164,Savings,Offline,NetBanking,OnlinePortal,Success
T161170,2025-04-29,01:48,DEL02,Delhi,5712,John,A96756936,Current,Offline,UPI,MobileApp,Failed
T183566,2025-04-29,23:04,DEL02,Delhi,6031,Grace,A78657436,Savings,Online,NEFT,MobileApp,Success
T649333,2025-04-29,16:53,DEL02,Delhi,4047,Bob,A76079743,Savings,Online,ATM,Branch,Success
T522087,2025-04-29,02:52,DEL02,Delhi,2640,Ivy,A64575242,Savings,Online,NEFT,MobileApp,Failed
T884280,2025-04-29,04:40,DEL02,Delhi,2980,Helen,A22042748,Current,Online,UPI,Kiosk,Success
T335182,2025-04-29,19:06,DEL02,Delhi,5041,Charlie,A34847770,Savings,Online,NEFT,Kiosk,Failed
T127605,2025-04-29,05:24,DEL02,Delhi,8410,David,A20683692,Current,Online,NetBanking,Kiosk,Failed
T561672,2025-04-29,19:33,DEL02,Delhi,5239,John,A84879113,Savings,Offline,IMPS,MobileApp,Failed
T800586,2025-04-29,15:32,DEL02,Delhi,4657,Eva,A68973251,Savings,Offline,NEFT,Branch,Success
T575294,2025-04-29,07:30,DEL02,Delhi,3562,Charlie,A85082255,Current,Online,NEFT,OnlinePortal,Failed
T524452,2025-04-30,08:22,DEL02,Delhi,8972,Alice,A78232337,Savings,Offline,IMPS,MobileApp,Failed
T692608,2025-04-30,23:26,DEL02,Delhi,7888,Grace,A47247785,Savings,Offline,NetBanking,MobileApp,Success
T926133,2025-04-30,20:53,DEL02,Delhi,9029,Ivy,A77372019,Savings,Online,NetBanking,ATM Booth,Success
T877414,2025-04-30,23:07,DEL02,Delhi,6787,Bob,A60645072,Current,Offline,NetBanking,OnlinePortal,Success
T779878,2025-04-30,16:41,DEL02,Delhi,5516,Helen,A42094126,Savings,Offline,IMPS,ATM Booth,Failed
T100661,2025-04-30,19:53,DEL02,Delhi,2419,Ivy,A68179837,Savings,Online,NEFT,OnlinePortal,Failed
T957503,2025-04-30,22:00,DEL02,Delhi,5918,Bob,A83282597,Current,Offline,ATM,ATM Booth,Success
T401461,2025-04-30,16:27,DEL02,Delhi,9208,Charlie,A96532578,Savings,Offline,UPI,ATM Booth,Failed
T813805,2025-04-30,03:10,DEL02,Delhi,1489,Frank,A16041807,Savings,Online,IMPS,MobileApp,Success
T228108,2025-04-30,16:49,DEL02,Delhi,3046,David,A40441281,Savings,Online,ATM,OnlinePortal,Success
T395829,2025-05-01,02:08,DEL02,Delhi,3804,Grace,A67249498,Current,Offline,IMPS,ATM Booth,Failed
T472944,2025-05-01,07:21,DEL02,Delhi,2147,Frank,A95049911,Savings,Online,UPI,Branch,Success
T175377,2025-05-01,07:01,DEL02,Delhi,3565,David,A36533177,Current,Offline,UPI,ATM Booth,Success
T215662,2025-05-01,18:20,DEL02,Delhi,8890,Eva,A85960628,Current,Online,UPI,OnlinePortal,Success
T835490,2025-05-01,08:49,DEL02,Delhi,4632,Grace,A99473272,Current,Online,ATM,OnlinePortal,Success
