transaction_id,date,time,branch_id,branch_city,customer_id,customer_name,account_number,account_type,transaction_mode,channel,location,status
T546774,2025-04-28,07:10,MUM05,Mumbai,9452,Ivy,A58109699,Current,Online,NetBanking,OnlinePortal,Failed
T251103,2025-04-28,18:39,MUM05,Mumbai,2736,Helen,A90001210,Current,Online,NEFT,Kiosk,Success
T738132,2025-04-28,23:24,MUM05,Mumbai,8297,John,A16792841,Savings,Online,UPI,Branch,Success
T237917,2025-04-28,19:48,MUM05,Mumbai,9392,Ivy,A86007535,Savings,Offline,UPI,OnlinePortal,Success
T103144,2025-04-28,01:10,MUM05,Mumbai,3943,Ivy,A24956314,Savings,Offline,UPI,OnlinePortal,Success
T216523,2025-04-28,18:21,MUM05,Mumbai,1118,Helen,A62122671,Current,Online,NetBanking,MobileApp,Success
T998753,2025-04-28,01:55,MUM05,Mumbai,5961,Eva,A61835001,Current,Offline,ATM,Kiosk,Success
T296132,2025-04-28,07:50,MUM05,Mumbai,9113,Bob,A52440502,Current,Online,UPI,ATM Booth,Failed
T630316,2025-04-28,09:08,MUM05,Mumbai,1069,John,A68871120,Current,Offline,NEFT,Kiosk,Failed
T517010,2025-04-28,21:47,MUM05,Mumbai,8218,Alice,A72571732,Current,Offline,UPI,MobileApp,Failed
T113950,2025-04-29,05:37,MUM05,Mumbai,6714,Charlie,A55666945,Savings,Online,NEFT,MobileApp,Success
T557679,2025-04-29,19:48,MUM05,Mumbai,2261,Charlie,A48639197,Savings,Online,IMPS,ATM Booth,Failed
T531006,2025-04-29,21:10,MUM05,Mumbai,4314,Charlie,A38452487,Current,Online,IMPS,ATM Booth,Success
T603118,2025-04-29,17:49,MUM05,Mumbai,6196,Ivy,A26496226,Current,Offline,NetBanking,OnlinePortal,Failed
T485662,2025-04-29,13:34,MUM05,Mumbai,1334,Grace,A87565980,Savings,Offline,IMPS,OnlinePortal,Failed
T641709,2025-04-29,22:50,MUM05,Mumbai,6930,Grace,A46130131,Current,Offline,NetBanking,Kiosk,Success
T690303,2025-04-29,07:45,MUM05,Mumbai,1888,Ivy,A26528983,Current,Offline,UPI,OnlinePortal,Failed
T943199,2025-04-29,20:38,MUM05,Mumbai,3368,John,A81520869,Savings,Online,UPI,OnlinePortal,Failed
T937417,2025-04-29,08:52,MUM05,Mumbai,7189,Frank,A76867331,Current,Offline,UPI,OnlinePortal,Failed
T470660,2025-04-29,15:46,MUM05,Mumbai,4873,Eva,A26682325,Current,Offline,ATM,Kiosk,Failed
T264406,2025-04-30,04:04,MUM05,Mumbai,3241,Charlie,A52289823,Savings,Offline,NEFT,Branch,Failed
T858758,2025-04-30,18:54,MUM05,Mumbai,3773,Ivy,A57659156,Savings,Offline,UPI,Branch,Failed
T507936,2025-04-30,03:56,MUM05,Mumbai,6944,John,A25933196,Savings,Online,NEFT,ATM Booth,Success
T592931,2025-04-30,17:58,MUM05,Mumbai,9165,David,A39088881,Savings,Offline,IMPS,Kiosk,Failed
T880973,2025-04-30,14:11,MUM05,Mumbai,8425,John,A53834482,Current,Online,NEFT,MobileApp,Success
T434179,2025-04-30,04:56,MUM05,Mumbai,1512,Helen,A35191291,Current,Online,NetBanking,MobileApp,Success
T235617,2025-04-30,16:44,MUM05,Mumbai,1256,Alice,A88767463,Current,Online,NetBanking,ATM Booth,Failed
T132558,2025-04-30,09:50,MUM05,Mumbai,2337,Ivy,A23536278,Current,Offline,ATM,MobileApp,Success
T361368,2025-04-30,04:45,MUM05,Mumbai,1836,Grace,A82022000,Savings,Online,IMPS,OnlinePortal,Success
T975610,2025-04-30,03:16,MUM05,Mumbai,6455,David,A53840784,Savings,Online,NEFT,ATM Booth,Success
T308419,2025-05-01,14:27,MUM05,Mumbai,7996,Helen,A68042976,Savings,Online,ATM,Branch,Success
T554847,2025-05-01,21:23,MUM05,Mumbai,4268,Ivy,A31749728,Savings,Online,ATM,OnlinePortal,Success
T146795,2025-05-01,15:12,MUM05,Mumbai,6961,John,A55111020,Current,Offline,UPI,Kiosk,Failed
T340800,2025-05-01,02:27,MUM05,Mumbai,9810,Grace,A56301233,Current,Offline,NetBanking,ATM Booth,Failed
T548730,2025-05-01,07:12,MUM05,Mumbai,3980,David,A46614101,Savings,Online,NEFT,MobileApp,Failed
T454375,2025-05-01,19:18,MUM05,Mumbai,4923,Bob,A82211872,Current,Offline,UPI,Branch,Failed
T454989,2025-05-01,14:34,MUM05,Mumbai,6387,Ivy,A11954674,Savings,Online,ATM,ATM Booth,Success
T277169,2025-05-01,22:12,MUM05,Mumbai,1225,Charlie,A67013156,Current,Offline,IMPS,OnlinePortal,Failed
T258855,2025-05-01,01:19,MUM05,Mumbai,1581,Eva,A37693826,Current,Online,IMPS,Kiosk,Success
T857309,2025-05-01,16:12,MUM05,Mumbai,4061,Bob,A18856556,Current,Online,NEFT,MobileApp,Success
T717158,2025-05-02,14:28,MUM05,Mumbai,7883,John,A10655035,Savings,Online,UPI,ATM Booth,Failed
T466516,2025-05-02,01:40,MUM05,Mumbai,3437,David,A19547815,Current,Online,NEFT,Kiosk,Success
T301213,2025-05-02,10:09,MUM05,Mumbai,1174,Grace,A65451758,Savings,Online,NetBanking,Kiosk,Success
T490340,2025-05-02,02:42,MUM05,Mumbai,2209,John,A51408905,Savings,Offline,IMPS,Branch,Failed
T721071,2025-05-02,22:35,MUM05,Mumbai,7470,David,A98338219,Current,Online,UPI,OnlinePortal,Failed
T978830,2025-05-02,16:13,MUM05,Mumbai,8305,Helen,A71574018,Savings,Offline,IMPS,MobileApp,Success
