transaction_id,date,time,branch_id,branch_city,customer_id,customer_name,account_number,account_type,transaction_mode,channel,location,status
T655280,2025-04-28,12:36,BAN01,Bangalore,5352,Frank,A12176202,Current,Online,NEFT,Branch,Success
T261207,2025-04-28,15:07,BAN01,Bangalore,6518,Grace,A94398996,Current,Online,NEFT,OnlinePortal,Success
T206650,2025-04-28,07:15,BAN01,Bangalore,4464,Ivy,A47555141,Savings,Online,NEFT,ATM Booth,Failed
T299588,2025-04-28,21:20,BAN01,Bangalore,4712,Bob,A62180102,Savings,Online,ATM,OnlinePortal,Success
T747245,2025-04-28,01:44,BAN01,Bangalore,2224,John,A69606510,Savings,Online,NEFT,ATM Booth,Failed
T980917,2025-04-28,09:14,BAN01,Bangalore,3448,Bob,A32327928,Current,Offline,IMPS,Kiosk,Failed
T132121,2025-04-28,00:40,BAN01,Bangalore,2553,David,A45203236,Savings,Online,NEFT,MobileApp,Failed
T175848,2025-04-28,21:29,BAN01,Bangalore,2875,David,A65217102,Savings,Offline,NEFT,Kiosk,Success
T673622,2025-04-28,13:49,BAN01,Bangalore,2279,Eva,A59449769,Current,Offline,IMPS,Kiosk,Success
T974284,2025-04-28,22:10,BAN01,Bangalore,3089,Helen,A23762170,Current,Online,ATM,MobileApp,Success
T271682,2025-04-29,00:30,BAN01,Bangalore,2218,Eva,A91681708,Savings,Online,IMPS,Branch,Failed
T296714,2025-04-29,04:18,BAN01,Bangalore,7921,Frank,A29329254,Savings,Online,NetBanking,Kiosk,Failed
T162354,2025-04-29,18:43,BAN01,Bangalore,3578,Ivy,A70725613,Current,Online,IMPS,ATM Booth,Success
T885701,2025-04-29,08:27,BAN01,Bangalore,2012,Charlie,A49146751,Savings,Offline,IMPS,OnlinePortal,Success
T319531,2025-04-29,02:36,BAN01,Bangalore,4090,Grace,A43988860,Savings,Online,NetBanking,Kiosk,Failed
T457736,2025-04-29,17:48,BAN01,Bangalore,6799,John,A15936871,Current,Offline,ATM,MobileApp,Failed
T478167,2025-04-29,20:36,BAN01,Bangalore,8163,Alice,A50379583,Savings,Online,UPI,MobileApp,Success
T589091,2025-04-29,06:58,BAN01,Bangalore,8817,Charlie,A50883193,Savings,Offline,NetBanking,Branch,Success
T241468,2025-04-29,21:00,BAN01,Bangalore,6246,Eva,A52735149,Savings,Offline,NEFT,Branch,Failed
T475976,2025-04-29,01:11,BAN01,Bangalore,9117,Ivy,A23825659,Savings,Online,NEFT,Kiosk,Success
T611064,2025-04-30,20:15,BAN01,Bangalore,9922,Eva,A65740135,Current,Offline,ATM,MobileApp,Success
