transaction_id,date,time,branch_id,branch_city,customer_id,customer_name,account_number,account_type,transaction_mode,channel,location,status
T467235,2025-04-28,22:17,BAN04,Bangalore,4356,Charlie,A93768992,Current,Offline,IMPS,Branch,Failed
T848214,2025-04-28,03:31,BAN04,Bangalore,7857,Frank,A83298993,Savings,Online,NEFT,Branch,Failed
T517895,2025-04-28,02:35,BAN04,Bangalore,5784,Helen,A31609908,Savings,Online,NetBanking,MobileApp,Failed
T778365,2025-04-28,04:27,BAN04,Bangalore,2612,Grace,A48306578,Current,Offline,IMPS,OnlinePortal,Failed
T170888,2025-04-28,15:10,BAN04,Bangalore,9221,Helen,A73172920,Savings,Offline,UPI,Branch,Success
T986491,2025-04-28,15:17,BAN04,Bangalore,7728,Grace,A20248099,Current,Online,NetBanking,ATM Booth,Success
T368777,2025-04-28,00:49,BAN04,Bangalore,4720,Grace,A65987898,Current,Offline,NEFT,Kiosk,Failed
T577565,2025-04-28,06:34,BAN04,Bangalore,6132,David,A33859434,Savings,Online,IMPS,Branch,Success
T234597,2025-04-28,11:31,BAN04,Bangalore,6874,Eva,A42128614,Current,Online,UPI,Kiosk,Success
T738887,2025-04-28,19:34,BAN04,Bangalore,9303,Helen,A34643326,Current,Offline,ATM,ATM Booth,Failed
T983995,2025-04-29,01:15,BAN04,Bangalore,1422,Helen,A47349229,Savings,Online,NetBanking,Kiosk,Failed
T237930,2025-04-29,20:17,BAN04,Bangalore,4307,Eva,A82743800,Current,Online,UPI,Branch,Success
T808682,2025-04-29,02:43,BAN04,Bangalore,9637,David,A49458965,Current,Offline,NEFT,OnlinePortal,Failed
T603550,2025-04-29,18:38,BAN04,Bangalore,6582,Alice,A98834541,Current,Online,NetBanking,MobileApp,Failed
T697445,2025-04-29,09:19,BAN04,Bangalore,8892,John,A82276511,Savings,Online,NetBanking,MobileApp,Failed
T318833,2025-04-29,11:04,BAN04,Bangalore,7523,Frank,A67284778,Savings,Online,NEFT,Branch,Failed
T392568,2025-04-29,17:31,BAN04,Bangalore,4393,Frank,A64670008,Savings,Offline,IMPS,MobileApp,Failed
T878320,2025-04-29,07:17,BAN04,Bangalore,3950,David,A70101025,Current,Online,IMPS,Branch,Failed
T679411,2025-04-29,00:41,BAN04,Bangalore,2386,David,A34163924,Savings,Online,UPI,MobileApp,Success
T668716,2025-04-29,19:38,BAN04,Bangalore,9401,John,A96319996,Savings,Online,UPI,MobileApp,Success
T730130,2025-04-30,11:29,BAN04,Bangalore,6872,Frank,A73085917,Savings,Offline,NEFT,OnlinePortal,Failed
T317486,2025-04-30,21:59,BAN04,Bangalore,1150,Frank,A37052220,Savings,Offline,IMPS,OnlinePortal,Failed
T658578,2025-04-30,18:53,BAN04,Bangalore,5329,Helen,A66312660,Current,Online,IMPS,OnlinePortal,Failed
T748227,2025-04-30,03:29,BAN04,Bangalore,2691,Bob,A19375284,Current,Online,NetBanking,Branch,Success
T900189,2025-04-30,07:26,BAN04,Bangalore,4121,Alice,A43934053,Savings,Online,IMPS,Branch,Success
T934403,2025-04-30,23:39,BAN04,Bangalore,7626,Helen,A58323640,Current,Online,NetBanking,Branch,Failed
T657758,2025-04-30,20:23,BAN04,Bangalore,8830,Eva,A74751195,Savings,Offline,ATM,Branch,Success
T998848,2025-04-30,23:26,BAN04,Bangalore,6580,Charlie,A55302122,Current,Online,UPI,Kiosk,Failed
T560833,2025-04-30,02:08,BAN04,Bangalore,7243,Helen,A43632926,Savings,Offline,ATM,MobileApp,Failed
T932196,2025-04-30,07:31,BAN04,Bangalore,4417,Bob,A75009388,Current,Offline,NetBanking,Branch,Success
T512415,2025-05-01,19:37,BAN04,Bangalore,4942,John,A24078969,Current,Offline,NetBanking,MobileApp,Success
T779459,2025-05-01,18:19,BAN04,Bangalore,5421,Bob,A72583794,Savings,Online,ATM,Branch,Success
T491817,2025-05-01,15:24,BAN04,Bangalore,8610,Helen,A79969573,Savings,Offline,IMPS,OnlinePortal,Failed
T437528,2025-05-01,22:24,BAN04,Bangalore,9969,Frank,A93075434,Savings,Offline,NEFT,Kiosk,Success
T863447,2025-05-01,00:52,BAN04,Bangalore,4043,Frank,A96157267,Current,Online,IMPS,MobileApp,Failed
T228500,2025-05-01,04:58,BAN04,Bangalore,8895,Bob,A84361065,Current,Offline,IMPS,MobileApp,Success
T963782,2025-05-01,02:33,BAN04,Bangalore,9603,John,A11279548,Current,Offline,IMPS,ATM Booth,Failed
T753173,2025-05-01,10:42,BAN04,Bangalore,9740,David,A89735250,Current,Offline,NetBanking,OnlinePortal,Success
T675548,2025-05-01,20:08,BAN04,Bangalore,3292,Grace,A10761112,Savings,Offline,NetBanking,Branch,Success
T133401,2025-05-01,04:13,BAN04,Bangalore,4731,Alice,A44615894,Savings,Offline,IMPS,MobileApp,Success
T828079,2025-05-02,20:14,BAN04,Bangalore,5888,John,A82141327,Current,Online,NetBanking,MobileApp,Success
T404143,2025-05-02,08:13,BAN04,Bangalore,1088,Ivy,A37735088,Savings,Online,NEFT,ATM Booth,Success
T165422,2025-05-02,03:22,BAN04,Bangalore,4235,Charlie,A19273527,Current,Offline,NEFT,ATM Booth,Failed
T540220,2025-05-02,17:33,BAN04,Bangalore,1551,David,A28122702,Current,Offline,IMPS,ATM Booth,Success
T692892,2025-05-02,21:05,BAN04,Bangalore,1413,John,A30743441,Savings,Online,NEFT,OnlinePortal,Success
T152431,2025-05-02,19:00,BAN04,Bangalore,7589,Charlie,A94768580,Savings,Offline,IMPS,MobileApp,Success
T339347,2025-05-02,12:02,BAN04,Bangalore,2500,David,A82106296,Current,Offline,UPI,OnlinePortal,Failed
T647292,2025-05-02,01:35,BAN04,Bangalore,1539,Frank,A45975447,Savings,Offline,NetBanking,Branch,Success
T228888,2025-05-02,15:50,BAN04,Bangalore,3401,Ivy,A40525997,Savings,Online,NEFT,MobileApp,Success
T945080,2025-05-02,22:42,BAN04,Bangalore,9467,Grace,A34660546,Savings,Online,IMPS,Branch,Failed
T175929,2025-05-03,20:57,BAN04,Bangalore,9410,Helen,A26798597,Savings,Online,IMPS,Kiosk,Failed
T155266,2025-05-03,18:17,BAN04,Bangalore,8087,Charlie,A49000786,Current,Online,NEFT,MobileApp,Failed
T628190,2025-05-03,12:35,BAN04,Bangalore,4884,Helen,A23893224,Current,Online,IMPS,MobileApp,Success
T756655,2025-05-03,19:34,BAN04,Bangalore,1077,Eva,A68016556,Current,Offline,NetBanking,OnlinePortal,Failed
T710637,2025-05-03,06:31,BAN04,Bangalore,3866,Charlie,A49836095,Current,Offline,IMPS,Kiosk,Success
T308008,2025-05-03,03:07,BAN04,Bangalore,3447,David,A97580997,Savings,Online,IMPS,MobileApp,Success
T574975,2025-05-03,17:28,BAN04,Bangalore,2430,Ivy,A52383284,Savings,Online,UPI,Branch,Success
T707350,2025-05-03,00:49,BAN04,Bangalore,1043,Bob,A27069128,Savings,Online,UPI,MobileApp,Failed
T955494,2025-05-03,12:04,BAN04,Bangalore,5914,David,A69603356,Current,Online,UPI,OnlinePortal,Failed
T967110,2025-05-03,22:11,BAN04,Bangalore,8702,David,A93558735,Savings,Online,NEFT,Branch,Failed
T228994,2025-05-04,05:00,BAN04,Bangalore,9379,Bob,A78374446,Savings,Online,IMPS,MobileApp,Success
T170398,2025-05-04,10:41,BAN04,Bangalore,6685,Charlie,A82823907,Current,Offline,IMPS,OnlinePortal,Success
T558351,2025-05-04,19:07,BAN04,Bangalore,6102,David,A73463273,Current,Offline,NEFT,MobileApp,Success
T525332,2025-05-04,01:04,BAN04,Bangalore,5248,John,A24153027,Current,Offline,IMPS,MobileApp,Failed
T135341,2025-05-04,23:50,BAN04,Bangalore,3352,Alice,A32239809,Current,Online,UPI,Branch,Failed
T236685,2025-05-04,08:47,BAN04,Bangalore,7996,Charlie,A41621154,Savings,Offline,IMPS,Branch,Failed
T180938,2025-05-04,02:29,BAN04,Bangalore,7157,Alice,A17818351,Current,Offline,NEFT,Branch,Failed
T611371,2025-05-04,05:10,BAN04,Bangalore,7788,Grace,A92315112,Current,Online,NetBanking,Branch,Failed
T245292,2025-05-04,10:00,BAN04,Bangalore,1929,Grace,A91326021,Current,Online,NetBanking,MobileApp,Failed
T230846,2025-05-04,17:26,BAN04,Bangalore,6432,Eva,A66114247,Savings,Online,UPI,Branch,Failed
T527530,2025-05-05,22:11,BAN04,Bangalore,7387,Helen,A48070982,Current,Online,UPI,MobileApp,Success
T217245,2025-05-05,17:08,BAN04,Bangalore,4722,Ivy,A48589360,Current,Offline,UPI,Kiosk,Success
T769926,2025-05-05,22:25,BAN04,Bangalore,1632,David,A40886936,Savings,Offline,ATM,ATM Booth,Failed
T942372,2025-05-05,10:19,BAN04,Bangalore,1461,Helen,A35365690,Current,Online,NEFT,OnlinePortal,Success
T464533,2025-05-05,15:28,BAN04,Bangalore,5563,Alice,A27084427,Savings,Online,NetBanking,Branch,Success
T828507,2025-05-05,17:49,BAN04,Bangalore,3993,Grace,A97592023,Savings,Offline,NetBanking,Branch,Failed
T888650,2025-05-05,03:59,BAN04,Bangalore,6091,Alice,A98644806,Current,Online,UPI,Branch,Success
T504882,2025-05-05,13:39,BAN04,Bangalore,4841,John,A54596239,Current,Offline,NEFT,ATM Booth,Success
T489135,2025-05-05,10:16,BAN04,Bangalore,7525,Bob,A51084878,Savings,Offline,UPI,Kiosk,Success
